693.731	707.816	718.069	725.107	731.991	744.831	Depot-001	261632	moody01	1405156	Mike Atamanchuk	26528211	NightFire Navy[NINA]	888	item,module-contact	64000	320
694.757	707.55	713.68	725.93	732.802	743.169	Depot-026	112650902	Maarten Bakker	63399314	Linuxjoe™	43481796	Rhodan	1601	item,gold-plate	64000	320
695.775	709.314	715.465	729.194	735.95	745.836	Depot-019	922401	Callum McCann	20732136	Teodor Norén	43461985	Charls Ruebenbauer	762	item,electronic-circuit	64000	320
695.776	705.7	708.959	715.538	720.022	728.923	Depot-024	922863	Chralex	128312012	ZOP	83001725	Marco Goebel	852	item,plastic-bar	32000	320
696.793	704.432	710.548	718.234	725.074	733.119	Depot-023	922848	Akitsuna	105074230	THE EVA SERIES	107699634	Michael Nadeau	798	item,rocket-fuel-capsule	64000	320
696.791	708.238	714.358	721.063	727.954	735.463	Depot-022	922804	Gnapouille	23148842	Matt Siddle	107700904	Diabolical Demons	744	item,rocket-oxidizer-capsule	64000	320
698.837	705.05	710.338	717.884	721.533	727.987	Depot-010	778034	Sebastian Nilsson	682145	Travis Christian	686164	Sukasa	1449	fluid,liquid-multi-phase-oil	200000	207340
704.907	713.39	719.482	727.868	734.666	742.399	Depot-005	262904	Kevin Hoeppner	30302725	Rahjital	742563	Black Mamba 666	960	item,basic-electronic-components	64000	320
704.922	717.702	723.838	736.631	743.474	753.155	Depot-008	263908	Maarten Bakker	63399314	redhondachic	1212312	Callie Arnadottir	1232	item,gold-plate	64000	320
705.939	714.93	720.308	734.855	739.319	747.901	Depot-009	777950	Marcus Doyle	61361121	Wizzle0331	78066329	Chris Fischer	1461	fluid,gas-ammonia	200000	206154
709.029	720.898	727.133	738.563	745.474	758.05	Depot-002	262321	Alexander Hrastic	69879321	Rahjital	742563	Ben Cross	906	item,electronic-components	64000	320
710.061	716.497	721.793	730.745	734.514	740.903	Depot-011	778081	Sebastian Nilsson	682145	Travis Christian	686164	Fajita Puppy	1437	fluid,liquid-multi-phase-oil	200000	207983
712.141	720.931	727.043	739.717	746.669	761.581	Depot-017	922314	Maatanen	68332500	MasterTaz	650914	doberlec	834	item,quartz	64000	320
713.238	719.837	725.166	735.386	739.423	749.309	Depot-015	778640	nobukatsu	80012404	Matthew Colwell	97098501	Craig Samson	1389	fluid,gas-methanol	200000	201154
715.304	731.934	737.154	743.624	747.534	759.8	Depot-012	778093	Clay Sloan	4119924	mngrif	3978434	Nemmie Smulan	1425	fluid,liquid-hydrofluoric-acid	200000	200217
718.475	730.232	736.18	750.038	756.788	765.252	Depot-003	262613	Alexander Hrastic	69879321	Tyler Boydston	43404687	unflyable	924	item,electronic-components	64000	320
719.478	728.921	734.93	746.686	753.608	759.583	Depot-020	921879	Katherine Rooney	68709108	Mikhail Balyuk	97436501	lillefyr79	780	item,copper-ore	64000	320
